Match,ID,Romanina,English
F,100187808,"Lanţul de aprovizionare al produselor: Reprezintă lanţul de aprovizionare care facilitează interacţiunea dintre consumatori şi producători., 1.   Fără niciun intermediar unde sunt incluşi producătorii, unităţile de producţie, asociaţii de producători, respectiv organizaţii de producători, grupuri de producători, etc se acordă punctajul maxim de 30 de puncte;
2.   Atunci când există un intermediar (furnizor / distribuitor sau similar) se acordă 20 puncte;
3.   Pentru doi intermediari (furnizori / distribuitori sau similar) se acordă 10 puncte.

Ofertele care propun mai mult de doi intermediari implicaţi în lanţul de aprovizionare nu vor fi punctate.

Modalitatea de demonstrare: Prezentare matricei de conformitate completată, din care să reiasă cu claritate şi fără echivoc, informaţii relevante cu privire la producătorul / furnizorul / distribuitorul produsului.
Unitatea (unităţile) de producţie trebuie să fie certificată pentru producţia de echipamente similare în cadrul ofertei se va prezenta autorizarea/certificarea în acest sens.
În cazul existenţei unuia sau a mai multor intermediari (furnizor / distribuitor sau similar) ofertantul are obligaţia de a ataşa la propunerea tehnică documente doveditoare relevante (documente contabile/contracte/antecontracte de vânzare-cumpărare produse etc.) prin care să se demonstreze că poate furniza produsele ofertate şi să se identifice în mod clar numărul de intermediari existenţi.

Notă: Operatorul economic care asigură pentru ofertant serviciile de transport şi montaj al produselor, accesorii furnizării, nu va fi considerat intermediar, deoarece suntem în prezenţa unei singure oferte şi a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractantă achizitoare, transportatorul în cauză facturând către ofertant doar serviciile de transport.

Totodată, menţionăm, pentru buna înţelegere a modalităţii de acordare a punctajului aferent factorilor tehnici, faptul că nu se urmăreşte punctarea cantităţii de produse aduse de producător, respectiv de intermediar, ci doar existenţa sau nu a unui intermediar (furnizor / distribuitor sau similar) în lanţul de aprovizionare.","Supply chain of products: Represents the supply chain that facilitates interaction between consumers and producers. 1. Without any intermediary where producers, production units, producers' associations, or producers' organisations, groups of producers, etc., are included, the maximum score of 30 points is awarded;
2. When there is one intermediary (supplier/distributor or similar) 20 points are awarded;
3. For two intermediaries (suppliers/distributors or similar) 10 points are awarded.

Offers that propose more than two intermediaries involved in the supply chain will not be scored.

Method of demonstration: Presentation of a completed compliance matrix, from which relevant information regarding the product's producer/supplier/distributor clearly and unequivocally emerges.
The production unit(s) must be certified for the production of similar equipment; the offer shall present the authorisation/certification in this regard.
In the case of the existence of one or more intermediaries (supplier/distributor or similar) the tenderer is obliged to attach to the technical proposal relevant supporting documents (accounting documents/contracts/pre-contracts of sale‑purchase of products etc.) demonstrating that they can supply the offered products and clearly identifying the number of existing intermediaries.

Note: The economic operator that provides transport and installation services for the products, accessories, etc., will not be considered an intermediary, because we are dealing with a single offer and a single transfer of ownership of the products, from the tenderer to the contracting authority, the carrier in question invoicing only the transport services to the tenderer.

Also, we note, for a proper understanding of the scoring method for technical factors, that the aim is not to score the quantity of products brought by the producer or intermediary, but only the existence or not of an intermediary (supplier/distributor or similar) in the supply chain."
B,100188031,"F4, contract colectiv de muncă: Documente justificative pentru F4, prezentate IN CADRUL OFERTEI TEHNICE, CAPITOL 10: se va prezenta separat, cu explicație detaliată, defalcată pe ofertant, membru asocierii. Documente justificative: contract colectiv, documente sindicale, alte documente specifice doveditoare., Conform Art. 187, alin. (5), lit. d) se va introduce un factor social, și anume, dacă pentru partea de EXECUȚIE DE LUCRĂRI.
Valoare alocată:
- cel puțin unul dintre membrii asocierii, având o pondere din valoarea ofertei de minim 50%, deține contract colectiv de muncă încheiat cu o organizaţie sindicală sau îi este aplicabil un contract colectiv de muncă la nivel de sector de negociere colectivă – 50 puncte;
- ofertantul unic, sau fiecare membru al asocierii deține contract colectiv de muncă încheiat cu o organizaţie sindicală sau îi este aplicabil un contract colectiv de muncă la nivel de sector de negociere colectivă – 100 puncte;
- alte situații – 0 punct.
10% * punctaj aplicabil
Ponderea factor: 10%.","F4, collective labor contract: Supporting documents for F4, to be presented WITHIN THE TECHNICAL OFFER, CHAPTER 10: they must be presented separately, with detailed explanation, broken down by bidder, member of the association. Supporting documents: collective contract, union documents, other specific proof documents. According to Art. 187, paragraph (5), letter d) a social factor must be introduced, namely, for the EXECUTION OF WORKS part.
Allocated value:
- at least one of the association members, holding at least 50% of the offer value, has a collective labor contract concluded with a trade union organization or is subject to a collective labor contract at the sectoral collective bargaining level – 50 points;
- the sole bidder, or each member of the association, holds a collective labor contract concluded with a trade union organization or is subject to a collective labor contract at the sectoral collective bargaining level – 100 points;
- other situations – 0 points.
10% * applicable score
Factor weight: 10%."
F. Human Rights & Ethical Trade / Supply-Chain Due Diligence (ISC-style),100188100,"Lanţul de aprovizionare: Componenta tehnica, Algoritm de calcul: - Fără niciun intermediar unde sunt incluşi producători, procesatori, asociaţi de producători, respectiv organizaţii de producători, grupuri de producători, cooperative se acordă 30 de puncte; - Atunci când există un intermediar se acordă 20 puncte; - Pentru doi sau mai mulţi intermediari se acordă 10 puncte. Notă: Operatorul economic care asigură pentru ofertant serviciile de transport al produselor, accesorii furnizării, nu va fi considerat intermediar, deoarece suntem în prezenţa unei singure oferte şi a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractantă achizitoare, transportatorul în cauză facturând către ofertant doar serviciile de transport. Totodată, menţionăm, pentru buna înţelegere a modalităţii de acordare a punctajului aferent factorilor tehnici, faptul că nu se urmăreşte punctarea cantităţii de produse aduse de producător, respectiv de intermediar, ci doar existenţa sau nu a unui intermediar în lanţul de aprovizionare. Clasamentul pe baza căruia se stabileşte oferta câştigătoare se întocmeşte în ordinea de-screscătoare a punctajului total (P_total) obţinut prin însumarea punctajelor aferente factorului preţ şi a celor privind calitatea, potrivit formulei Ptotal= Pfin + PEPRD + PLA unde: Pfin = punctajul pentru factorul de evaluare „Pretul ofertei” PEPRD = punctajul alocat pentru factorul de evaluare „Realizarea unei etape de productie in regi-unea de dezvoltare unde isi are sediul autoritatea contractanta” PLA = punctajul alocat pentru factorul de evaluare „Lanţul de aprovizionare”","Supply chain: Technical component, Scoring algorithm: - No intermediary present, including producers, processors, producers' associations, producers' organisations, groups of producers, cooperatives, receives 30 points; - When there is one intermediary, 20 points are awarded; - For two or more intermediaries, 10 points are awarded. Note: The economic operator providing the bidder with transport services for the products, accessories, etc., will not be considered an intermediary, because there is a single offer and a single transfer of ownership of the products from the bidder to the contracting authority, with the transporter invoicing only the transport services to the bidder. Also, for clarity on how points are awarded for technical factors, it is noted that the quantity of products supplied by the producer or intermediary is not being scored, only the presence or absence of an intermediary in the supply chain. The ranking used to determine the winning offer is compiled in descending order of the total score (P_total) obtained by adding the scores for the price factor and the quality factors, according to the formula P_total = Pfin + PEPRD + PLA where: Pfin = score for the evaluation factor ""Offer price""; PEPRD = score allocated for the evaluation factor ""Implementation of a production stage in the development region where the contracting authority is located""; PLA = score allocated for the evaluation factor ""Supply chain""."
F,100201752,"Lanțul de aprovizionare: Criteriu mediu
Impunerea acestui criteriu garantează superioritatea şi fiabilitatea produselor livrate, prin implicarea unui număr cît mai redus de intermediari în livrarea produselor., Algoritm de calcul: 
- se vor puncta cu 40 puncte, pentru ofertele prezentate de către producători;
Se vor acorda 20 puncte pentru ofertele prezentate care propun un singur intermediar în lanțul de aprovizionare
Se vor acorda 10 puncte ofertele pentru ofertele prezentate care propun doi intermediari în lanțul de aprovizionare
Ofertele care propun mai mult de doi intermediari implicați în lanțul de aprovizionare nu vor fi punctate. 
Punctarea acestui factor de evaluare se aplică numai dacă ofertantul prezintă documente justificative pentru fiecare produs
Formula de calcul este
PLO = (PL1+PL2+..+PLp) /p, unde
PLO = punctaj lant aprovizionare ofertant
PL1, PL2, PLp – punctaj lanț de aprovizionare pentru fiecare produs
p - numărul total de produse","Supply chain: Medium criterion
Imposing this criterion guarantees the superiority and reliability of the delivered products by involving the smallest possible number of intermediaries in product delivery. Calculation algorithm:
- Offers presented by manufacturers are awarded 40 points;
- Offers that propose a single intermediary in the supply chain receive 20 points;
- Offers that propose two intermediaries in the supply chain receive 10 points;
- Offers proposing more than two intermediaries in the supply chain will not be scored.
Scoring of this evaluation factor applies only if the bidder provides supporting documents for each product.
Calculation formula:
PLO = (PL1 + PL2 + ... + PLp) / p, where
PLO = bidder's supply‑chain score,
PL1, PL2, …, PLp = supply‑chain score for each product,
 p = total number of products."
F,100201719,"Lanțul de aprovizionare: Prin „lanţul de aprovizionare“ se înţelege circuitul de aprovizionare care implică un număr de operatori economici responsabili de producerea, fabricarea şi comercializarea produselor care fac obiectul achiziţiei publice care are ca obiect produse agroalimentare., a)   Direct producator, include si situatia in care operatorul economic este producator pentru minim 70% din produsele care compun lotul pentru care se depune oferta  - 30 puncte
b)   Primul intermediar, include si situatia in care operatorul economic este primul intermediar pentru minim 70% din produsele care compun lotul - 20 puncte
c)   Al doilea intermediar pana la maxim 3 intermediari - 10 puncte (aici intrand si aprovizionarea de la retail-uri)
d)   Pentru mai mult de 4 intermediari se acorda 0 puncte","Supply chain: By “supply chain” is meant the supply circuit that involves a number of economic operators responsible for the production, manufacturing and marketing of the products that are the object of the public procurement, which concerns agri‑food products. a) Direct producer, also includes the situation where the economic operator is the producer for at least 70% of the products that make up the lot for which the offer is submitted – 30 points.
b) First intermediary, also includes the situation where the economic operator is the first intermediary for at least 70% of the products that make up the lot – 20 points.
c) Second intermediary up to a maximum of 3 intermediaries – 10 points (including procurement from retail).
d) For more than 4 intermediaries, 0 points are awarded."
F,100201732,"Lanțul de aprovizionare: Prin „lanţul de aprovizionare“ se înţelege circuitul de aprovizionare care implică un număr de operatori economici responsabili de producerea, fabricarea şi comercializarea produselor care fac obiectul achiziţiei publice care are ca obiect produse agroalimentare, a) Direct producator, include si situatia in care operatorul economic este producator pentru minim 70% din produsele care compun lotul pentru care se depune oferta - 30 puncte b) Primul intermediar, include si situatia in care operatorul economic este primul intermediar pentru minim 70% din produsele care compun lotul - 20 puncte c) Al doilea intermediar pana la maxim 3 intermedari - 10 puncte (aici intrand si aprovizionarea de la retail-uri) d) Pentru mai mult de 4 intermedari se acorda 0 puncte","Supply chain: By “supply chain” is understood the supply circuit involving a number of economic operators responsible for the production, manufacturing and marketing of the products that are the subject of the public procurement which concerns agri-food products. a) Direct producer, also includes the situation where the economic operator is the producer for at least 70% of the products that make up the lot for which the offer is submitted – 30 points. b) First intermediary, also includes the situation where the economic operator is the first intermediary for at least 70% of the products that make up the lot – 20 points. c) Second intermediary up to a maximum of 3 intermediaries – 10 points (including procurement from retailers). d) For more than 4 intermediaries, 0 points are awarded."
F,100200082,"Lanțul de aprovizionare: Lanțul de aprovizionare: 20 puncte, %, Algoritm de calcul: 
- în cazul în care ofertantul are calitatea de producător final al produsului este situat pe pozitia 1 în lanțul de aprovizionare) se acordă 20 puncte
- în cazul în care ofertantul este primul distribuitor/intermediar pe piață al produsului (este situat pe poziția 2 în lanțul de aprovizionare și are o relație comercială directă cu producătorul final) se acordă 10 puncte
- în cazul în care ofertantul este al doilea sau mai mult de al doilea distribuitor/intermediar pe piață al produsului (este situat pe poziția 3 sau mai mult în lanțul de aprovizionare și nu are o relație comercială directă cu producătorul final) se acordă 0 puncte (nu se acordă punctaj).","Supply chain: Supply chain: 20 points, %, Calculation algorithm:
- if the bidder is the final producer of the product (positioned at level 1 in the supply chain), 20 points are awarded
- if the bidder is the first distributor/intermediary on the market for the product (positioned at level 2 in the supply chain and has a direct commercial relationship with the final producer), 10 points are awarded
- if the bidder is the second or higher-level distributor/intermediary on the market for the product (positioned at level 3 or higher in the supply chain and does not have a direct commercial relationship with the final producer), 0 points are awarded (no points are awarded)."
B,100200092,"F4, contract colectiv de muncă: Se va prezenta în carul ofertei tehnice, capitol 10. Documente justificative pentru F4, se va prezenta separat, cu explicație detaliată, defalcată pe ofertant, membru asocierii. Documente justificative: contract colectiv, documente sindicale, alte documente specifice doveditoare., Conform Art. 187, alin. (5), lit. d) se va introduce un factor social, și anume, dacă pentru partea de EXECUȚIE DE LUCRĂRI.
Valoare alocată:
-cel puțin unul dintre membrii asocierii, având o pondere din valoarea ofertei de minim 50%, deține contract colectiv de muncă încheiat cu o organizaţie sindicală sau îi este aplicabil un contract colectiv de muncă la nivel de sector de negociere colectivă – 50 puncte;
-ofertantul unic, sau fiecare membru al asocierii deține contract colectiv de muncă încheiat cu o organizaţie sindicală sau îi este aplicabil un contract colectiv de muncă la nivel de sector de negociere colectivă – 100 puncte;
-alte situații – 0 punct.
10% * punctaj aplicabil
Ponderea factor: 10%.","F4, collective labor agreement: It shall be presented within the technical offer, chapter 10. Supporting documents for F4 shall be presented separately, with a detailed explanation, broken down by tenderer and association member. Supporting documents: collective agreement, union documents, other specific proof documents. According to Art. 187, para. (5), letter d), a social factor will be introduced for the WORKS EXECUTION component.
Allocated score:
- at least one of the members of the association, having a share of at least 50% of the offer value, holds a collective labor agreement concluded with a trade union organization or is subject to a sector-level collective bargaining agreement – 50 points;
- the sole tenderer, or each member of the association, holds a collective labor agreement concluded with a trade union organization or is subject to a sector-level collective bargaining agreement – 100 points;
- other situations – 0 points.
10% × applicable score
Factor weight: 10%."
C. Accessibility & Design for All,100197695,"componenta tehnica: Sa suporte o greutate de minim 350 kg 
Cerinta se justifica prin evidentierea capacitatii mesei de operatie de a sustine pacientul care poate fi si bariatic in diferite pozitii necesare desfasurarii interventiilor chirurgicale., Pentru o masa de operatii ce suporta o greutate de 350 kg – se acorda 0 puncte 

Pentru o masa de operatii ce suporta o greutate >350 kg dar <400 kg – se acorda 7,5 puncte

Pentru o masa de operatii ce suporta o greutate ≥400 kg – se acorda punctajul maxim 15 puncte","Technical component: Must support a weight of at least 350 kg. The requirement is justified by highlighting the operating table’s capacity to support the patient, who may also be bariatric, in different positions necessary for performing surgical interventions. For an operating table that supports a weight of 350 kg – 0 points are awarded. For an operating table that supports a weight >350 kg but <400 kg – 7.5 points are awarded. For an operating table that supports a weight ≥400 kg – the maximum score of 15 points is awarded."
A,100198095,"P3-Lanțul de aprovizionare: Autoritatea Contractantă acordă punctaj maxim pentru livrările directe fără niciun intermediar (de la producător la consumatorul final). ""Livrări directe fără intermediari"" presupune că produsele (in funcție de forma in care sunt solicitate acestea) vor fi livrate direct de la producători, asociații de producători, respectiv organizații de producători, grupuri de producători, cooperative., Algoritm de calcul: Punctajul se acordă astfel: 
Pentru un singur intermediar implicat în lanțul de aprovizionare: 20 puncte
Pentru doi intermediari implicați în lanțul de aprovizionare: 10 puncte.
Ofertele care propun mai mult de doi intermediari implicați în lanțul de aprovizionare nu vor fi punctate.","P3 – Supply chain: The Contracting Authority awards the maximum score for direct deliveries without any intermediary (from the producer to the final consumer). ""Direct deliveries without intermediaries"" means that the products (depending on the form in which they are requested) will be delivered directly by producers, producer associations, producer organizations, producer groups, cooperatives. Calculation algorithm: The score is awarded as follows:
For a single intermediary involved in the supply chain: 20 points
For two intermediaries involved in the supply chain: 10 points.
Offers that propose more than two intermediaries involved in the supply chain will not be scored."
B,100198252,"Condițiile de mediu, securitate si sanatate in munca: Componenta de mediu.
Fiecare ofertant va detalia raspunsul său la o serie de intrebari aferente prezentului factor de evaluare, care conduc la verificarea modalitatii de respectare de catre participantii la procedura a standardelor de mediu si de securitate si sanatate în munca în îndeplinirea acordului-cadru. Operatorii economici cu un număr egal sau mai mare de 10 salariați vor depune la nivelul ofertei ""Anexa nr. 2.1 la Caietul de sarcini – Chestionar SSM mai mult sau egal cu 10 salariați"",  completată cu raspunsurile lor la intrebarile entitatii contractante si însoțită de documentele justificative solicitate prin Anexă. 
Operatorii economici cu un număr mai mic de 10 salariați, vor depune la nivelul ofertei ""Anexa nr. 2.2 la Caietul de sarcini – Chestionar SSM mai puțin de 10 salariați"", completată cu raspunsurile lor la intrebarile entitatii contractante si însoțită de documentele justificative solicitate prin Anexă., Asa cum se poate observa la nivelul Anexelor nr. 2.1 si 2.2 factorul de evaluare “Condițiile de mediu, securitate si sanatate in munca” este împărțit în 7 subfactori:
1. Organizare SSM
2. Risc și Asigurare
3. Constructii/Dare în funcțiune/Servicii 
4. Cultură și Comunicare SSM
5. Competențe și formare SSM
6. Performanță SSM – Mediu
7. Investigarea incidentelor SSM
Documentele doveditoare și Răspunsurile care vor fi detaliate/completate pentru fiecare întrebare aferentă subfactorilor de evaluare vor fi apreciate/evaluate de comisia de evaluare, cu următoarele calificative:
-  Conformare completă
-  Deviere minoră/capabilitate medie
-  Deviere majoră/capabilitate redusă
-  Neacceptabil/nicio informație
Pentru fiecare întrebare, corelat cu calificativul acordat de comisia de evaluare, se obține un anumit număr de puncte – a se vedea formular excel – Anexa nr. 2.1 – Chestionar SSM mai mult sau egal cu 10 salariați și Anexa nr. 2.2 – Chestionar SSM mai puțin de 10 salariați.
Punctajul maxim ce poate fi obținut pentru calificativul „Conformare completă” la toate întrebările este de 100 puncte (pentru Ofertanții cu mai mult de 10 salariați) sau 50 de puncte (pentru Ofertanții cu mai puțin de 10 salariati).
Dacă Oferta nu obține un punctaj cel puțin egal cu 50 pentru Ofertanții cu un număr mai mare de 10 salariați, respectiv un punctaj cel puțin egal cu 25 pentru Ofertanții cu un număr mai mic de 10 salariați, va fi respinsă.
În cazul depunerii de oferte în asociere, fiecare ofertă trebuie să obțină punctajul de mai sus, în caz contrar ofertele se resping. 
În cazul depunerii de oferte în asociere se va calcula punctajul în funcție de media aritmetică calculată din numărul de puncte obținut de fiecare ofertant din cadrul asocierii în parte. 
În cazul subcontractării activităților, se va efectua evaluarea atât a ofertantului cât și a subcontractantului. Subcontractantul va fi declarat admis sau respins, punctajul final al ofertei depuse fiind cel al ofertantului. Ofertei care va obține punctajul maxim, respectiv 100 de puncte in cazul Ofertanților cu un număr mai mare de 10 salariați sau 50 de puncte in cazul Ofertanților cu un număr mai mic de 10 salariați i se vor acorda - 15 puncte.
Restul ofertelor care îndeplinesc cerințele de mai sus, vor primi punctaj direct proporțional, respectiv calculat dupa formula:
(Punctaj total acordat răspunsurilor la întrebările aferente celor 7 subfactori de evaluare obținut de oferta “n” aflata in evaluare) / (Punctaj maxim total acordat răspunsurilor la întrebările aferente celor 7 subfactori de evaluare -100 sau 50 puncte) x 15 puncte.","Environmental, occupational safety and health conditions: Environmental component.
Each tenderer shall provide detailed answers to a series of questions pertaining to this evaluation factor, aimed at verifying how the participants in the procedure comply with environmental standards and occupational safety and health in performing the framework agreement. Economic operators with 10 or more employees shall submit with the offer “Annex no. 2.1 to the Specifications – OSH Questionnaire (10 or more employees)”, completed with their answers to the contracting entity’s questions and accompanied by the supporting documents requested in the Annex. Economic operators with fewer than 10 employees shall submit with the offer “Annex no. 2.2 to the Specifications – OSH Questionnaire (fewer than 10 employees)”, completed with their answers to the contracting entity’s questions and accompanied by the supporting documents requested in the Annex. As indicated in Annexes 2.1 and 2.2, the evaluation factor “Environmental, occupational safety and health conditions” is divided into seven sub-factors:
1. OSH organization
2. Risk and Insurance
3. Construction/Commissioning/Services
4. OSH Culture and Communication
5. OSH Competencies and Training
6. OSH Performance – Environment
7. OSH Incident Investigation
The supporting documents and the answers that will be detailed/completed for each question related to the evaluation sub-factors will be assessed/evaluated by the evaluation committee, with the following ratings:
- Full compliance
- Minor deviation/medium capability
- Major deviation/low capability
- Unacceptable/no information
For each question, correlated with the rating awarded by the evaluation committee, a certain number of points is obtained—see the Excel form—Annex no. 2.1 – OSH Questionnaire (10 or more employees) and Annex no. 2.2 – OSH Questionnaire (fewer than 10 employees).
The maximum score that can be obtained for the rating “Full compliance” to all questions is 100 points (for tenderers with more than 10 employees) or 50 points (for tenderers with fewer than 10 employees).
If the offer does not obtain a score at least equal to 50 for tenderers with more than 10 employees, and at least equal to 25 for tenderers with fewer than 10 employees, it will be rejected.
In the case of joint bids, each tenderer must obtain the above score; otherwise the bids are rejected.
In the case of joint bids, the score will be calculated based on the arithmetic mean of the number of points obtained by each tenderer within the association.
In the case of subcontracted activities, both the tenderer and the subcontractor will be evaluated. The subcontractor will be declared admitted or rejected, the final score of the submitted offer being that of the tenderer.
The offer that obtains the maximum score, namely 100 points for tenderers with more than 10 employees or 50 points for tenderers with fewer than 10 employees, will be awarded 15 points.
The remaining offers that meet the above requirements will receive a directly proportional score, calculated according to the formula:
(Total score awarded to the answers to the questions related to the seven evaluation sub-factors obtained by offer “n” under evaluation) / (Maximum total score awarded to the answers to the questions related to the seven evaluation sub-factors—100 or 50 points) × 15 points."
F,100198599,"Produsele din hârtie (fără produsele din hârtie reciclată) trebuie să conțină în proporție de 100% fibre de celuloză provenind din păduri administrate legal, și/sau, după caz, din păduri gestionate în mod durabil și/sau surse controlate: Ofertantul trebuie să furniz dovada conformității cu toate criteriile solicitate mai sus, utilizând unul dintre următoarele mijloace: (1) o certificare FSC; (2) o certificare PEFC; (3) o certifi echiv acord de un organism independent, care aplică toate criteriile internaț stab de unul dintre cele 2 tipuri de certifi menționate mai sus și care garant că lemnul provine din păduri gestion în mod durabil. (4) Ofertantii trebuie să anex la ofertele lor dov certificării și, în cazul altor certifi decât FSC/PEFC, toate documentele și certifi care atestă conformitatea cu criteriile minime de certificare. (5) Fibrele trebuie să fie acoperite de o certificare validă emisă de o terță parte în cadrul unui sistem de certificare independent (FSC, PEFC sau echiv) și care să dovedească conformitatea lanțului de custodie și gestionarea durabilă a pădurilor. În cazul în care valabilitatea certificării încetează înainte de expir valabilității acordului-cadru, OE are obligativitatea reînnoirii acesteia., Produsele din hârtie (fără produsele din hârtie reciclată) trebuie să conțină fibre de celuloză provenind din păduri administrate legal, și/sau, după caz, din păduri gestionate în mod durabil și/sau surse controlate (PC) – 30 de puncte. Descriere: pentru produsele ofertate care prezintă Etichetă PEFC/FSC sau echivalent, dovedită prin certificare valabilă la data depunerii ofertei, se acordă punctaj maxim, adică 30 de puncte. În cazul în care valabilitatea certificării încetează înainte de expirarea valabilității acordului-cadru, operatorul economic are obligativitatea reînnoirii acesteia. Ofertantul care prezintă doar pentru o parte din produse certificare și marcaj PEFC/FSC sau echivalent pe fotografia depusă, respectiv produsul ofertat, primește punctaj “0”.
Ofertantul care prezintă un produs fără certificare și marcaj PEFC /FSC sau echivalent pe fotografia depusă, respectiv produsul ofertat, primește punctaj “0”. Punctajul total al unei oferte se obţine prin însumarea punctajelor obţinute pentru fiecare dintre factorii prezentaţi, astfel: PT (punctaj total) = factor de evaluare 1 PO (prețul ofertei) + factor de evaluare 2 PC (punctaj certificare FSC/PEFC) = 100 de puncte","Paper products (excluding recycled paper products) must consist of 100% cellulose fibers originating from legally managed forests and/or, as applicable, from sustainably managed forests and/or controlled sources. The tenderer must provide proof of compliance with all the above criteria using one of the following means: (1) FSC certification; (2) PEFC certification; (3) an equivalent certification granted by an independent body that applies all the international criteria established by one of the two certification schemes mentioned above and that guarantees that the wood comes from sustainably managed forests. (4) Tenderers must attach to their offers proof of certification and, in the case of certifications other than FSC/PEFC, all documents and certificates attesting compliance with the minimum certification criteria. (5) The fibers must be covered by a valid certification issued by a third party under an independent certification system (FSC, PEFC or equivalent), demonstrating chain-of-custody compliance and sustainable forest management. If the validity of the certification expires before the framework agreement expires, the economic operator is obliged to renew it.

Paper products (excluding recycled paper products) must contain cellulose fibers originating from legally managed forests and/or, as applicable, from sustainably managed forests and/or controlled sources (PC) – 30 points. Description: for the offered products that bear the PEFC/FSC or equivalent label, proven by valid certification at the date of submission of the offer, the maximum score is awarded, i.e., 30 points. If the validity of the certification expires before the framework agreement expires, the economic operator is obliged to renew it. A tenderer who presents certification and PEFC/FSC marking or equivalent only for part of the products, as shown on the submitted photo of the offered product, receives a score of 0.
A tenderer who presents a product without PEFC/FSC certification and marking or equivalent on the submitted photo of the offered product receives a score of 0. The total score of an offer is obtained by summing the scores obtained for each of the factors presented, as follows: PT (total score) = evaluation factor 1 PO (offer price) + evaluation factor 2 PC (FSC/PEFC certification score) = 100 points."
F,100198790,"Lantul de aprovizionare – canale scurte de aprovizionare: Nota 2: Operatorul economic care asigura pentru ofertant, serviciile de transport ale produselor, accesorii furnizarii, nu va fi considerat intermediar, deoarece suntem in prezenta unei singure oferte si a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractanta achizitoare, transportatorul in cauza facturand catre ofertant doar serviciile de transport., -   pentru livrarile directe (de la producator la autoritatea contractanta) se acorda punctajul maxim, respectiv 10 puncte;
-   pentru un singur operator economic implicat in lantul de aprovizionare (intermediar intre producator si autoritatea contractanta)– se acorda 7 puncte;
-   pentru doi operatori economici implicati in lantul de aprovizionare – se acorda 4 puncte; 
-   pentru trei sau mai multi operatori economici implicati in lantul de aprovizionare – nu se acorda punctaj.

Nota 1: Pentru a obtine punctajul corespunzator, operatorii economici vor prezenta, in cadrul ofertei,  o declaratie pe propria raspundere si documente care confirma livrarea directa de la producator sau implicarea unui singur operator economic sau a doi operatori economici in lantul de aprovizionare (ex. Declaratie/certificat de producator; extras din contract/ acord comercial; orice forma de intelegere scrisa semnata si stampilata de producatorul produsului si furnizorul care depune oferta; etc). Autoritatea contractanta nu limiteaza prezentarea de documente doveditoare la un anumit tip de documente, ofertantul putand prezenta orice documente doveditoare considera a fi relevante, in sensul ca din acestea trebuie sa rezulte fie ca ofertantul are calitatea de producator final al produsului respectiv, fie ca ofertantul are calitatea de prim sau secund distribuitor/ intermediar al respectivului produs si se afla in relatie comerciala directa cu producatorul final.","Supply chain – short supply channels: Note 2: The economic operator who provides, for the tenderer, the transport services of the products, ancillary to the supply, will not be considered an intermediary, because we have a single offer and a single transfer of ownership of the products, namely from the tenderer to the contracting authority purchasing them, the transporter in question invoicing the tenderer only for the transport services. - for direct deliveries (from the producer to the contracting authority) the maximum score is awarded, namely 10 points;
- for a single economic operator involved in the supply chain (intermediary between the producer and the contracting authority) – 7 points are awarded;
- for two economic operators involved in the supply chain – 4 points are awarded;
- for three or more economic operators involved in the supply chain – no points are awarded.

Note 1: To obtain the corresponding score, the economic operators will include in the offer a statement on their own responsibility and documents that confirm direct delivery from the producer or the involvement of one economic operator or of two economic operators in the supply chain (e.g., producer’s declaration/certificate; extract from contract/commercial agreement; any written form of understanding signed and stamped by the product’s producer and the supplier submitting the offer; etc.). The contracting authority does not limit the presentation of supporting documents to a specific type of document; the tenderer may submit any supporting documents they consider relevant, from which it must result either that the tenderer is the final producer of the respective product, or that the tenderer is the first or second distributor/intermediary of the respective product and is in a direct commercial relationship with the final producer."
