Match,ID,Romanina,English,weight
F,100187808,"Lan?ul de aprovizionare al produselor: Reprezint? lan?ul de aprovizionare care faciliteaz? interac?iunea dintre consumatori ?i produc?tori., 1.   F?r? niciun intermediar unde sunt inclu?i produc?torii, unit??ile de produc?ie, asocia?ii de produc?tori, respectiv organiza?ii de produc?tori, grupuri de produc?tori, etc se acord? punctajul maxim de 30 de puncte;
2.   Atunci când exist? un intermediar (furnizor / distribuitor sau similar) se acord? 20 puncte;
3.   Pentru doi intermediari (furnizori / distribuitori sau similar) se acord? 10 puncte.

Ofertele care propun mai mult de doi intermediari implica?i în lan?ul de aprovizionare nu vor fi punctate.

Modalitatea de demonstrare: Prezentare matricei de conformitate completat?, din care s? reias? cu claritate ?i f?r? echivoc, informa?ii relevante cu privire la produc?torul / furnizorul / distribuitorul produsului.
Unitatea (unit??ile) de produc?ie trebuie s? fie certificat? pentru produc?ia de echipamente similare în cadrul ofertei se va prezenta autorizarea/certificarea în acest sens.
În cazul existen?ei unuia sau a mai multor intermediari (furnizor / distribuitor sau similar) ofertantul are obliga?ia de a ata?a la propunerea tehnic? documente doveditoare relevante (documente contabile/contracte/antecontracte de vânzare-cump?rare produse etc.) prin care s? se demonstreze c? poate furniza produsele ofertate ?i s? se identifice în mod clar num?rul de intermediari existen?i.

Not?: Operatorul economic care asigur? pentru ofertant serviciile de transport ?i montaj al produselor, accesorii furniz?rii, nu va fi considerat intermediar, deoarece suntem în prezen?a unei singure oferte ?i a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractant? achizitoare, transportatorul în cauz? facturând c?tre ofertant doar serviciile de transport.

Totodat?, men?ion?m, pentru buna în?elegere a modalit??ii de acordare a punctajului aferent factorilor tehnici, faptul c? nu se urm?re?te punctarea cantit??ii de produse aduse de produc?tor, respectiv de intermediar, ci doar existen?a sau nu a unui intermediar (furnizor / distribuitor sau similar) în lan?ul de aprovizionare.","Supply chain of products: Represents the supply chain that facilitates interaction between consumers and producers. 1. Without any intermediary where producers, production units, producers' associations, or producers' organisations, groups of producers, etc., are included, the maximum score of 30 points is awarded;
2. When there is one intermediary (supplier/distributor or similar) 20 points are awarded;
3. For two intermediaries (suppliers/distributors or similar) 10 points are awarded.

Offers that propose more than two intermediaries involved in the supply chain will not be scored.

Method of demonstration: Presentation of a completed compliance matrix, from which relevant information regarding the product's producer/supplier/distributor clearly and unequivocally emerges.
The production unit(s) must be certified for the production of similar equipment; the offer shall present the authorisation/certification in this regard.
In the case of the existence of one or more intermediaries (supplier/distributor or similar) the tenderer is obliged to attach to the technical proposal relevant supporting documents (accounting documents/contracts/pre-contracts of sale?purchase of products etc.) demonstrating that they can supply the offered products and clearly identifying the number of existing intermediaries.

Note: The economic operator that provides transport and installation services for the products, accessories, etc., will not be considered an intermediary, because we are dealing with a single offer and a single transfer of ownership of the products, from the tenderer to the contracting authority, the carrier in question invoicing only the transport services to the tenderer.

Also, we note, for a proper understanding of the scoring method for technical factors, that the aim is not to score the quantity of products brought by the producer or intermediary, but only the existence or not of an intermediary (supplier/distributor or similar) in the supply chain.",30
B,100188031,"F4, contract colectiv de munc?: Documente justificative pentru F4, prezentate IN CADRUL OFERTEI TEHNICE, CAPITOL 10: se va prezenta separat, cu explica?ie detaliat?, defalcat? pe ofertant, membru asocierii. Documente justificative: contract colectiv, documente sindicale, alte documente specifice doveditoare., Conform Art. 187, alin. (5), lit. d) se va introduce un factor social, ?i anume, dac? pentru partea de EXECU?IE DE LUCR?RI.
Valoare alocat?:
- cel pu?in unul dintre membrii asocierii, având o pondere din valoarea ofertei de minim 50%, de?ine contract colectiv de munc? încheiat cu o organiza?ie sindical? sau îi este aplicabil un contract colectiv de munc? la nivel de sector de negociere colectiv? – 50 puncte;
- ofertantul unic, sau fiecare membru al asocierii de?ine contract colectiv de munc? încheiat cu o organiza?ie sindical? sau îi este aplicabil un contract colectiv de munc? la nivel de sector de negociere colectiv? – 100 puncte;
- alte situa?ii – 0 punct.
10% * punctaj aplicabil
Ponderea factor: 10%.","F4, collective labor contract: Supporting documents for F4, to be presented WITHIN THE TECHNICAL OFFER, CHAPTER 10: they must be presented separately, with detailed explanation, broken down by bidder, member of the association. Supporting documents: collective contract, union documents, other specific proof documents. According to Art. 187, paragraph (5), letter d) a social factor must be introduced, namely, for the EXECUTION OF WORKS part.
Allocated value:
- at least one of the association members, holding at least 50% of the offer value, has a collective labor contract concluded with a trade union organization or is subject to a collective labor contract at the sectoral collective bargaining level – 50 points;
- the sole bidder, or each member of the association, holds a collective labor contract concluded with a trade union organization or is subject to a collective labor contract at the sectoral collective bargaining level – 100 points;
- other situations – 0 points.
10% * applicable score
Factor weight: 10%.",10
F. Human Rights & Ethical Trade / Supply-Chain Due Diligence (ISC-style),100188100,"Lan?ul de aprovizionare: Componenta tehnica, Algoritm de calcul: - F?r? niciun intermediar unde sunt inclu?i produc?tori, procesatori, asocia?i de produc?tori, respectiv organiza?ii de produc?tori, grupuri de produc?tori, cooperative se acord? 30 de puncte; - Atunci când exist? un intermediar se acord? 20 puncte; - Pentru doi sau mai mul?i intermediari se acord? 10 puncte. Not?: Operatorul economic care asigur? pentru ofertant serviciile de transport al produselor, accesorii furniz?rii, nu va fi considerat intermediar, deoarece suntem în prezen?a unei singure oferte ?i a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractant? achizitoare, transportatorul în cauz? facturând c?tre ofertant doar serviciile de transport. Totodat?, men?ion?m, pentru buna în?elegere a modalit??ii de acordare a punctajului aferent factorilor tehnici, faptul c? nu se urm?re?te punctarea cantit??ii de produse aduse de produc?tor, respectiv de intermediar, ci doar existen?a sau nu a unui intermediar în lan?ul de aprovizionare. Clasamentul pe baza c?ruia se stabile?te oferta câ?tig?toare se întocme?te în ordinea de-scresc?toare a punctajului total (P_total) ob?inut prin însumarea punctajelor aferente factorului pre? ?i a celor privind calitatea, potrivit formulei Ptotal= Pfin + PEPRD + PLA unde: Pfin = punctajul pentru factorul de evaluare „Pretul ofertei” PEPRD = punctajul alocat pentru factorul de evaluare „Realizarea unei etape de productie in regi-unea de dezvoltare unde isi are sediul autoritatea contractanta” PLA = punctajul alocat pentru factorul de evaluare „Lan?ul de aprovizionare”","Supply chain: Technical component, Scoring algorithm: - No intermediary present, including producers, processors, producers' associations, producers' organisations, groups of producers, cooperatives, receives 30 points; - When there is one intermediary, 20 points are awarded; - For two or more intermediaries, 10 points are awarded. Note: The economic operator providing the bidder with transport services for the products, accessories, etc., will not be considered an intermediary, because there is a single offer and a single transfer of ownership of the products from the bidder to the contracting authority, with the transporter invoicing only the transport services to the bidder. Also, for clarity on how points are awarded for technical factors, it is noted that the quantity of products supplied by the producer or intermediary is not being scored, only the presence or absence of an intermediary in the supply chain. The ranking used to determine the winning offer is compiled in descending order of the total score (P_total) obtained by adding the scores for the price factor and the quality factors, according to the formula P_total = Pfin + PEPRD + PLA where: Pfin = score for the evaluation factor ""Offer price""; PEPRD = score allocated for the evaluation factor ""Implementation of a production stage in the development region where the contracting authority is located""; PLA = score allocated for the evaluation factor ""Supply chain"".",30
F,100201752,"Lan?ul de aprovizionare: Criteriu mediu
Impunerea acestui criteriu garanteaz? superioritatea ?i fiabilitatea produselor livrate, prin implicarea unui num?r cît mai redus de intermediari în livrarea produselor., Algoritm de calcul: 
- se vor puncta cu 40 puncte, pentru ofertele prezentate de c?tre produc?tori;
Se vor acorda 20 puncte pentru ofertele prezentate care propun un singur intermediar în lan?ul de aprovizionare
Se vor acorda 10 puncte ofertele pentru ofertele prezentate care propun doi intermediari în lan?ul de aprovizionare
Ofertele care propun mai mult de doi intermediari implica?i în lan?ul de aprovizionare nu vor fi punctate. 
Punctarea acestui factor de evaluare se aplic? numai dac? ofertantul prezint? documente justificative pentru fiecare produs
Formula de calcul este
PLO = (PL1+PL2+..+PLp) /p, unde
PLO = punctaj lant aprovizionare ofertant
PL1, PL2, PLp – punctaj lan? de aprovizionare pentru fiecare produs
p - num?rul total de produse","Supply chain: Medium criterion
Imposing this criterion guarantees the superiority and reliability of the delivered products by involving the smallest possible number of intermediaries in product delivery. Calculation algorithm:
- Offers presented by manufacturers are awarded 40 points;
- Offers that propose a single intermediary in the supply chain receive 20 points;
- Offers that propose two intermediaries in the supply chain receive 10 points;
- Offers proposing more than two intermediaries in the supply chain will not be scored.
Scoring of this evaluation factor applies only if the bidder provides supporting documents for each product.
Calculation formula:
PLO = (PL1 + PL2 + ... + PLp) / p, where
PLO = bidder's supply?chain score,
PL1, PL2, …, PLp = supply?chain score for each product,
 p = total number of products.",40
F,100201719,"Lan?ul de aprovizionare: Prin „lan?ul de aprovizionare“ se în?elege circuitul de aprovizionare care implic? un num?r de operatori economici responsabili de producerea, fabricarea ?i comercializarea produselor care fac obiectul achizi?iei publice care are ca obiect produse agroalimentare., a)   Direct producator, include si situatia in care operatorul economic este producator pentru minim 70% din produsele care compun lotul pentru care se depune oferta  - 30 puncte
b)   Primul intermediar, include si situatia in care operatorul economic este primul intermediar pentru minim 70% din produsele care compun lotul - 20 puncte
c)   Al doilea intermediar pana la maxim 3 intermediari - 10 puncte (aici intrand si aprovizionarea de la retail-uri)
d)   Pentru mai mult de 4 intermediari se acorda 0 puncte","Supply chain: By “supply chain” is meant the supply circuit that involves a number of economic operators responsible for the production, manufacturing and marketing of the products that are the object of the public procurement, which concerns agri?food products. a) Direct producer, also includes the situation where the economic operator is the producer for at least 70% of the products that make up the lot for which the offer is submitted – 30 points.
b) First intermediary, also includes the situation where the economic operator is the first intermediary for at least 70% of the products that make up the lot – 20 points.
c) Second intermediary up to a maximum of 3 intermediaries – 10 points (including procurement from retail).
d) For more than 4 intermediaries, 0 points are awarded.",30
F,100201732,"Lan?ul de aprovizionare: Prin „lan?ul de aprovizionare“ se în?elege circuitul de aprovizionare care implic? un num?r de operatori economici responsabili de producerea, fabricarea ?i comercializarea produselor care fac obiectul achizi?iei publice care are ca obiect produse agroalimentare, a) Direct producator, include si situatia in care operatorul economic este producator pentru minim 70% din produsele care compun lotul pentru care se depune oferta - 30 puncte b) Primul intermediar, include si situatia in care operatorul economic este primul intermediar pentru minim 70% din produsele care compun lotul - 20 puncte c) Al doilea intermediar pana la maxim 3 intermedari - 10 puncte (aici intrand si aprovizionarea de la retail-uri) d) Pentru mai mult de 4 intermedari se acorda 0 puncte","Supply chain: By “supply chain” is understood the supply circuit involving a number of economic operators responsible for the production, manufacturing and marketing of the products that are the subject of the public procurement which concerns agri-food products. a) Direct producer, also includes the situation where the economic operator is the producer for at least 70% of the products that make up the lot for which the offer is submitted – 30 points. b) First intermediary, also includes the situation where the economic operator is the first intermediary for at least 70% of the products that make up the lot – 20 points. c) Second intermediary up to a maximum of 3 intermediaries – 10 points (including procurement from retailers). d) For more than 4 intermediaries, 0 points are awarded.",30
F,100200082,"Lan?ul de aprovizionare: Lan?ul de aprovizionare: 20 puncte, %, Algoritm de calcul: 
- în cazul în care ofertantul are calitatea de produc?tor final al produsului este situat pe pozitia 1 în lan?ul de aprovizionare) se acord? 20 puncte
- în cazul în care ofertantul este primul distribuitor/intermediar pe pia?? al produsului (este situat pe pozi?ia 2 în lan?ul de aprovizionare ?i are o rela?ie comercial? direct? cu produc?torul final) se acord? 10 puncte
- în cazul în care ofertantul este al doilea sau mai mult de al doilea distribuitor/intermediar pe pia?? al produsului (este situat pe pozi?ia 3 sau mai mult în lan?ul de aprovizionare ?i nu are o rela?ie comercial? direct? cu produc?torul final) se acord? 0 puncte (nu se acord? punctaj).","Supply chain: Supply chain: 20 points, %, Calculation algorithm:
- if the bidder is the final producer of the product (positioned at level 1 in the supply chain), 20 points are awarded
- if the bidder is the first distributor/intermediary on the market for the product (positioned at level 2 in the supply chain and has a direct commercial relationship with the final producer), 10 points are awarded
- if the bidder is the second or higher-level distributor/intermediary on the market for the product (positioned at level 3 or higher in the supply chain and does not have a direct commercial relationship with the final producer), 0 points are awarded (no points are awarded).",20
B,100200092,"F4, contract colectiv de munc?: Se va prezenta în carul ofertei tehnice, capitol 10. Documente justificative pentru F4, se va prezenta separat, cu explica?ie detaliat?, defalcat? pe ofertant, membru asocierii. Documente justificative: contract colectiv, documente sindicale, alte documente specifice doveditoare., Conform Art. 187, alin. (5), lit. d) se va introduce un factor social, ?i anume, dac? pentru partea de EXECU?IE DE LUCR?RI.
Valoare alocat?:
-cel pu?in unul dintre membrii asocierii, având o pondere din valoarea ofertei de minim 50%, de?ine contract colectiv de munc? încheiat cu o organiza?ie sindical? sau îi este aplicabil un contract colectiv de munc? la nivel de sector de negociere colectiv? – 50 puncte;
-ofertantul unic, sau fiecare membru al asocierii de?ine contract colectiv de munc? încheiat cu o organiza?ie sindical? sau îi este aplicabil un contract colectiv de munc? la nivel de sector de negociere colectiv? – 100 puncte;
-alte situa?ii – 0 punct.
10% * punctaj aplicabil
Ponderea factor: 10%.","F4, collective labor agreement: It shall be presented within the technical offer, chapter 10. Supporting documents for F4 shall be presented separately, with a detailed explanation, broken down by tenderer and association member. Supporting documents: collective agreement, union documents, other specific proof documents. According to Art. 187, para. (5), letter d), a social factor will be introduced for the WORKS EXECUTION component.
Allocated score:
- at least one of the members of the association, having a share of at least 50% of the offer value, holds a collective labor agreement concluded with a trade union organization or is subject to a sector-level collective bargaining agreement – 50 points;
- the sole tenderer, or each member of the association, holds a collective labor agreement concluded with a trade union organization or is subject to a sector-level collective bargaining agreement – 100 points;
- other situations – 0 points.
10% × applicable score
Factor weight: 10%.",10
C. Accessibility & Design for All,100197695,"componenta tehnica: Sa suporte o greutate de minim 350 kg 
Cerinta se justifica prin evidentierea capacitatii mesei de operatie de a sustine pacientul care poate fi si bariatic in diferite pozitii necesare desfasurarii interventiilor chirurgicale., Pentru o masa de operatii ce suporta o greutate de 350 kg – se acorda 0 puncte 

Pentru o masa de operatii ce suporta o greutate >350 kg dar <400 kg – se acorda 7,5 puncte

Pentru o masa de operatii ce suporta o greutate ?400 kg – se acorda punctajul maxim 15 puncte","Technical component: Must support a weight of at least 350 kg. The requirement is justified by highlighting the operating table’s capacity to support the patient, who may also be bariatric, in different positions necessary for performing surgical interventions. For an operating table that supports a weight of 350 kg – 0 points are awarded. For an operating table that supports a weight >350 kg but <400 kg – 7.5 points are awarded. For an operating table that supports a weight ?400 kg – the maximum score of 15 points is awarded.",
A,100198095,"P3-Lan?ul de aprovizionare: Autoritatea Contractant? acord? punctaj maxim pentru livr?rile directe f?r? niciun intermediar (de la produc?tor la consumatorul final). ""Livr?ri directe f?r? intermediari"" presupune c? produsele (in func?ie de forma in care sunt solicitate acestea) vor fi livrate direct de la produc?tori, asocia?ii de produc?tori, respectiv organiza?ii de produc?tori, grupuri de produc?tori, cooperative., Algoritm de calcul: Punctajul se acord? astfel: 
Pentru un singur intermediar implicat în lan?ul de aprovizionare: 20 puncte
Pentru doi intermediari implica?i în lan?ul de aprovizionare: 10 puncte.
Ofertele care propun mai mult de doi intermediari implica?i în lan?ul de aprovizionare nu vor fi punctate.","P3 – Supply chain: The Contracting Authority awards the maximum score for direct deliveries without any intermediary (from the producer to the final consumer). ""Direct deliveries without intermediaries"" means that the products (depending on the form in which they are requested) will be delivered directly by producers, producer associations, producer organizations, producer groups, cooperatives. Calculation algorithm: The score is awarded as follows:
For a single intermediary involved in the supply chain: 20 points
For two intermediaries involved in the supply chain: 10 points.
Offers that propose more than two intermediaries involved in the supply chain will not be scored.",30
B,100198252,"Condi?iile de mediu, securitate si sanatate in munca: Componenta de mediu.
Fiecare ofertant va detalia raspunsul s?u la o serie de intrebari aferente prezentului factor de evaluare, care conduc la verificarea modalitatii de respectare de catre participantii la procedura a standardelor de mediu si de securitate si sanatate în munca în îndeplinirea acordului-cadru. Operatorii economici cu un num?r egal sau mai mare de 10 salaria?i vor depune la nivelul ofertei ""Anexa nr. 2.1 la Caietul de sarcini – Chestionar SSM mai mult sau egal cu 10 salaria?i"",  completat? cu raspunsurile lor la intrebarile entitatii contractante si înso?it? de documentele justificative solicitate prin Anex?. 
Operatorii economici cu un num?r mai mic de 10 salaria?i, vor depune la nivelul ofertei ""Anexa nr. 2.2 la Caietul de sarcini – Chestionar SSM mai pu?in de 10 salaria?i"", completat? cu raspunsurile lor la intrebarile entitatii contractante si înso?it? de documentele justificative solicitate prin Anex?., Asa cum se poate observa la nivelul Anexelor nr. 2.1 si 2.2 factorul de evaluare “Condi?iile de mediu, securitate si sanatate in munca” este împ?r?it în 7 subfactori:
1. Organizare SSM
2. Risc ?i Asigurare
3. Constructii/Dare în func?iune/Servicii 
4. Cultur? ?i Comunicare SSM
5. Competen?e ?i formare SSM
6. Performan?? SSM – Mediu
7. Investigarea incidentelor SSM
Documentele doveditoare ?i R?spunsurile care vor fi detaliate/completate pentru fiecare întrebare aferent? subfactorilor de evaluare vor fi apreciate/evaluate de comisia de evaluare, cu urm?toarele calificative:
-  Conformare complet?
-  Deviere minor?/capabilitate medie
-  Deviere major?/capabilitate redus?
-  Neacceptabil/nicio informa?ie
Pentru fiecare întrebare, corelat cu calificativul acordat de comisia de evaluare, se ob?ine un anumit num?r de puncte – a se vedea formular excel – Anexa nr. 2.1 – Chestionar SSM mai mult sau egal cu 10 salaria?i ?i Anexa nr. 2.2 – Chestionar SSM mai pu?in de 10 salaria?i.
Punctajul maxim ce poate fi ob?inut pentru calificativul „Conformare complet?” la toate întreb?rile este de 100 puncte (pentru Ofertan?ii cu mai mult de 10 salaria?i) sau 50 de puncte (pentru Ofertan?ii cu mai pu?in de 10 salariati).
Dac? Oferta nu ob?ine un punctaj cel pu?in egal cu 50 pentru Ofertan?ii cu un num?r mai mare de 10 salaria?i, respectiv un punctaj cel pu?in egal cu 25 pentru Ofertan?ii cu un num?r mai mic de 10 salaria?i, va fi respins?.
În cazul depunerii de oferte în asociere, fiecare ofert? trebuie s? ob?in? punctajul de mai sus, în caz contrar ofertele se resping. 
În cazul depunerii de oferte în asociere se va calcula punctajul în func?ie de media aritmetic? calculat? din num?rul de puncte ob?inut de fiecare ofertant din cadrul asocierii în parte. 
În cazul subcontract?rii activit??ilor, se va efectua evaluarea atât a ofertantului cât ?i a subcontractantului. Subcontractantul va fi declarat admis sau respins, punctajul final al ofertei depuse fiind cel al ofertantului. Ofertei care va ob?ine punctajul maxim, respectiv 100 de puncte in cazul Ofertan?ilor cu un num?r mai mare de 10 salaria?i sau 50 de puncte in cazul Ofertan?ilor cu un num?r mai mic de 10 salaria?i i se vor acorda - 15 puncte.
Restul ofertelor care îndeplinesc cerin?ele de mai sus, vor primi punctaj direct propor?ional, respectiv calculat dupa formula:
(Punctaj total acordat r?spunsurilor la întreb?rile aferente celor 7 subfactori de evaluare ob?inut de oferta “n” aflata in evaluare) / (Punctaj maxim total acordat r?spunsurilor la întreb?rile aferente celor 7 subfactori de evaluare -100 sau 50 puncte) x 15 puncte.","Environmental, occupational safety and health conditions: Environmental component.
Each tenderer shall provide detailed answers to a series of questions pertaining to this evaluation factor, aimed at verifying how the participants in the procedure comply with environmental standards and occupational safety and health in performing the framework agreement. Economic operators with 10 or more employees shall submit with the offer “Annex no. 2.1 to the Specifications – OSH Questionnaire (10 or more employees)”, completed with their answers to the contracting entity’s questions and accompanied by the supporting documents requested in the Annex. Economic operators with fewer than 10 employees shall submit with the offer “Annex no. 2.2 to the Specifications – OSH Questionnaire (fewer than 10 employees)”, completed with their answers to the contracting entity’s questions and accompanied by the supporting documents requested in the Annex. As indicated in Annexes 2.1 and 2.2, the evaluation factor “Environmental, occupational safety and health conditions” is divided into seven sub-factors:
1. OSH organization
2. Risk and Insurance
3. Construction/Commissioning/Services
4. OSH Culture and Communication
5. OSH Competencies and Training
6. OSH Performance – Environment
7. OSH Incident Investigation
The supporting documents and the answers that will be detailed/completed for each question related to the evaluation sub-factors will be assessed/evaluated by the evaluation committee, with the following ratings:
- Full compliance
- Minor deviation/medium capability
- Major deviation/low capability
- Unacceptable/no information
For each question, correlated with the rating awarded by the evaluation committee, a certain number of points is obtained—see the Excel form—Annex no. 2.1 – OSH Questionnaire (10 or more employees) and Annex no. 2.2 – OSH Questionnaire (fewer than 10 employees).
The maximum score that can be obtained for the rating “Full compliance” to all questions is 100 points (for tenderers with more than 10 employees) or 50 points (for tenderers with fewer than 10 employees).
If the offer does not obtain a score at least equal to 50 for tenderers with more than 10 employees, and at least equal to 25 for tenderers with fewer than 10 employees, it will be rejected.
In the case of joint bids, each tenderer must obtain the above score; otherwise the bids are rejected.
In the case of joint bids, the score will be calculated based on the arithmetic mean of the number of points obtained by each tenderer within the association.
In the case of subcontracted activities, both the tenderer and the subcontractor will be evaluated. The subcontractor will be declared admitted or rejected, the final score of the submitted offer being that of the tenderer.
The offer that obtains the maximum score, namely 100 points for tenderers with more than 10 employees or 50 points for tenderers with fewer than 10 employees, will be awarded 15 points.
The remaining offers that meet the above requirements will receive a directly proportional score, calculated according to the formula:
(Total score awarded to the answers to the questions related to the seven evaluation sub-factors obtained by offer “n” under evaluation) / (Maximum total score awarded to the answers to the questions related to the seven evaluation sub-factors—100 or 50 points) × 15 points.",15
F,100198599,"Produsele din hârtie (f?r? produsele din hârtie reciclat?) trebuie s? con?in? în propor?ie de 100% fibre de celuloz? provenind din p?duri administrate legal, ?i/sau, dup? caz, din p?duri gestionate în mod durabil ?i/sau surse controlate: Ofertantul trebuie s? furniz dovada conformit??ii cu toate criteriile solicitate mai sus, utilizând unul dintre urm?toarele mijloace: (1) o certificare FSC; (2) o certificare PEFC; (3) o certifi echiv acord de un organism independent, care aplic? toate criteriile interna? stab de unul dintre cele 2 tipuri de certifi men?ionate mai sus ?i care garant c? lemnul provine din p?duri gestion în mod durabil. (4) Ofertantii trebuie s? anex la ofertele lor dov certific?rii ?i, în cazul altor certifi decât FSC/PEFC, toate documentele ?i certifi care atest? conformitatea cu criteriile minime de certificare. (5) Fibrele trebuie s? fie acoperite de o certificare valid? emis? de o ter?? parte în cadrul unui sistem de certificare independent (FSC, PEFC sau echiv) ?i care s? dovedeasc? conformitatea lan?ului de custodie ?i gestionarea durabil? a p?durilor. În cazul în care valabilitatea certific?rii înceteaz? înainte de expir valabilit??ii acordului-cadru, OE are obligativitatea reînnoirii acesteia., Produsele din hârtie (f?r? produsele din hârtie reciclat?) trebuie s? con?in? fibre de celuloz? provenind din p?duri administrate legal, ?i/sau, dup? caz, din p?duri gestionate în mod durabil ?i/sau surse controlate (PC) – 30 de puncte. Descriere: pentru produsele ofertate care prezint? Etichet? PEFC/FSC sau echivalent, dovedit? prin certificare valabil? la data depunerii ofertei, se acord? punctaj maxim, adic? 30 de puncte. În cazul în care valabilitatea certific?rii înceteaz? înainte de expirarea valabilit??ii acordului-cadru, operatorul economic are obligativitatea reînnoirii acesteia. Ofertantul care prezint? doar pentru o parte din produse certificare ?i marcaj PEFC/FSC sau echivalent pe fotografia depus?, respectiv produsul ofertat, prime?te punctaj “0”.
Ofertantul care prezint? un produs f?r? certificare ?i marcaj PEFC /FSC sau echivalent pe fotografia depus?, respectiv produsul ofertat, prime?te punctaj “0”. Punctajul total al unei oferte se ob?ine prin însumarea punctajelor ob?inute pentru fiecare dintre factorii prezenta?i, astfel: PT (punctaj total) = factor de evaluare 1 PO (pre?ul ofertei) + factor de evaluare 2 PC (punctaj certificare FSC/PEFC) = 100 de puncte","Paper products (excluding recycled paper products) must consist of 100% cellulose fibers originating from legally managed forests and/or, as applicable, from sustainably managed forests and/or controlled sources. The tenderer must provide proof of compliance with all the above criteria using one of the following means: (1) FSC certification; (2) PEFC certification; (3) an equivalent certification granted by an independent body that applies all the international criteria established by one of the two certification schemes mentioned above and that guarantees that the wood comes from sustainably managed forests. (4) Tenderers must attach to their offers proof of certification and, in the case of certifications other than FSC/PEFC, all documents and certificates attesting compliance with the minimum certification criteria. (5) The fibers must be covered by a valid certification issued by a third party under an independent certification system (FSC, PEFC or equivalent), demonstrating chain-of-custody compliance and sustainable forest management. If the validity of the certification expires before the framework agreement expires, the economic operator is obliged to renew it.

Paper products (excluding recycled paper products) must contain cellulose fibers originating from legally managed forests and/or, as applicable, from sustainably managed forests and/or controlled sources (PC) – 30 points. Description: for the offered products that bear the PEFC/FSC or equivalent label, proven by valid certification at the date of submission of the offer, the maximum score is awarded, i.e., 30 points. If the validity of the certification expires before the framework agreement expires, the economic operator is obliged to renew it. A tenderer who presents certification and PEFC/FSC marking or equivalent only for part of the products, as shown on the submitted photo of the offered product, receives a score of 0.
A tenderer who presents a product without PEFC/FSC certification and marking or equivalent on the submitted photo of the offered product receives a score of 0. The total score of an offer is obtained by summing the scores obtained for each of the factors presented, as follows: PT (total score) = evaluation factor 1 PO (offer price) + evaluation factor 2 PC (FSC/PEFC certification score) = 100 points.",30
F,100198790,"Lantul de aprovizionare – canale scurte de aprovizionare: Nota 2: Operatorul economic care asigura pentru ofertant, serviciile de transport ale produselor, accesorii furnizarii, nu va fi considerat intermediar, deoarece suntem in prezenta unei singure oferte si a unui singur transfer al dreptului de proprietate asupra produselor, respectiv de la ofertant la autoritatea contractanta achizitoare, transportatorul in cauza facturand catre ofertant doar serviciile de transport., -   pentru livrarile directe (de la producator la autoritatea contractanta) se acorda punctajul maxim, respectiv 10 puncte;
-   pentru un singur operator economic implicat in lantul de aprovizionare (intermediar intre producator si autoritatea contractanta)– se acorda 7 puncte;
-   pentru doi operatori economici implicati in lantul de aprovizionare – se acorda 4 puncte; 
-   pentru trei sau mai multi operatori economici implicati in lantul de aprovizionare – nu se acorda punctaj.

Nota 1: Pentru a obtine punctajul corespunzator, operatorii economici vor prezenta, in cadrul ofertei,  o declaratie pe propria raspundere si documente care confirma livrarea directa de la producator sau implicarea unui singur operator economic sau a doi operatori economici in lantul de aprovizionare (ex. Declaratie/certificat de producator; extras din contract/ acord comercial; orice forma de intelegere scrisa semnata si stampilata de producatorul produsului si furnizorul care depune oferta; etc). Autoritatea contractanta nu limiteaza prezentarea de documente doveditoare la un anumit tip de documente, ofertantul putand prezenta orice documente doveditoare considera a fi relevante, in sensul ca din acestea trebuie sa rezulte fie ca ofertantul are calitatea de producator final al produsului respectiv, fie ca ofertantul are calitatea de prim sau secund distribuitor/ intermediar al respectivului produs si se afla in relatie comerciala directa cu producatorul final.","Supply chain – short supply channels: Note 2: The economic operator who provides, for the tenderer, the transport services of the products, ancillary to the supply, will not be considered an intermediary, because we have a single offer and a single transfer of ownership of the products, namely from the tenderer to the contracting authority purchasing them, the transporter in question invoicing the tenderer only for the transport services. - for direct deliveries (from the producer to the contracting authority) the maximum score is awarded, namely 10 points;
- for a single economic operator involved in the supply chain (intermediary between the producer and the contracting authority) – 7 points are awarded;
- for two economic operators involved in the supply chain – 4 points are awarded;
- for three or more economic operators involved in the supply chain – no points are awarded.

Note 1: To obtain the corresponding score, the economic operators will include in the offer a statement on their own responsibility and documents that confirm direct delivery from the producer or the involvement of one economic operator or of two economic operators in the supply chain (e.g., producer’s declaration/certificate; extract from contract/commercial agreement; any written form of understanding signed and stamped by the product’s producer and the supplier submitting the offer; etc.). The contracting authority does not limit the presentation of supporting documents to a specific type of document; the tenderer may submit any supporting documents they consider relevant, from which it must result either that the tenderer is the final producer of the respective product, or that the tenderer is the first or second distributor/intermediary of the respective product and is in a direct commercial relationship with the final producer.",10
