,match,criteria_from_actual_contract_in_original_romanian,criteria_from_actual_contract_translated_in_english,id,criteria from actual contract in original Romanina,criteria from actural contract translated in English
75,No match,"P4 - Propunerea tehnică: Eficiența energetică, a) Pentru cea mai scăzută valoare a consumului de energie (Consum minim) se acordă punctajul maxim alocat de P4min = 20 puncte; b) Pentru orice altă valoare a consumului de energie decât cea prevăzută la lit. a) (Consum n), punctajul se acordă astfel: P4(n) = (P4min / P4 (n)) x 20 Unde P4min = Consum minim P4 (n) = Consum n Modalitatea prin care se va demonstra cerința: Pentru justificarea eficientei energetice  este necesara prezentarea testului WLTP ciclu urban emis de o autoritate acreditata in acest sens. Neprezentarea acestuia pentru vehiculele electrice ofertate conduce la neacordarea punctajului. Dacă documentele sunt redactate în altă limbă, acestea vor fi însoțite de traducerea autorizată în limba română.","P4 - Technical proposal: Energy efficiency, a) For the lowest value of energy consumption (Minimum consumption) the maximum allocated score is awarded, P4min = 20 points; b) For any other value of energy consumption than that provided at letter a) (Consumption n), the score is awarded as follows: P4(n) = (P4min / P4(n)) x 20 Where P4min = Minimum consumption P4(n) = Consumption n Method by which the requirement will be demonstrated: To justify energy efficiency it is necessary to present the WLTP urban cycle test issued by an authority accredited for this purpose. Failure to present this for the offered electric vehicles leads to no score being awarded. If the documents are written in another language, they will be accompanied by an authorized translation into Romanian.",100200094,,
76,none,"P5 - Propunerea tehnică: - Autonomie electrică reală conform WLTP, Pentru Autonomia electrică reală cea mai mare, exprimată în Km, se acordă 10 puncte.
Pentru celelalte valori ale autonomiei electrice reale ofertate se aplică formula:
Pa= (An/Amax) x 10
unde:
Pa = punctajul obținut
Amax – Autonomia electrică reală cea mai mare dintre toate ofertele calificate
An - reprezintă Autonomia electrică reală a ofertei n
Modalitatea prin care se va demonstra cerința:
Ofertantul trebuie să prezinte datele tehnice ale vehiculelor electrice, inclusiv capacitatea bateriei, autonomia declarată de producător și orice caracteristici specifice legate de autonomie. Pentru susținerea datelor este necesara prezentarea testului WLTP ciclu urban emis de o autoritate acreditata in acest sens. Neprezentarea acestuia pentru vehiculele electrice ofertate conduce la neacordarea punctajului. Dacă documentele sunt redactate în altă limbă, acestea vor fi însoțite de traducerea autorizată în limba română","P5 - Technical proposal: - Actual electric range according to WLTP. For the highest actual electric range, expressed in km, 10 points are awarded.
For the other offered values of actual electric range, the following formula applies:
Pa = (An/Amax) x 10
where:
Pa = points obtained
Amax – the highest actual electric range among all qualified offers
An - represents the actual electric range of offer n
Method by which the requirement will be demonstrated:
The tenderer must present the technical data of the electric vehicles, including battery capacity, the range declared by the manufacturer, and any characteristics specific to range. To support the data, it is necessary to present the WLTP urban cycle test issued by an authority accredited for this purpose. Failure to present this for the offered electric vehicles leads to non-award of the score. If the documents are drafted in another language, these shall be accompanied by an authorised translation into Romanian.",100200094,,
77,No match,,,100200102,"Alocare memorie RAM suplimentară servere de la 1 TB la 2 TB: „Alocare memorie RAM suplimentară servere de la 1 TB  la 2 TB”  30% cuprinde factorul de evaluare privind înalta performanță a serverelor
Punctajul pentru factorul de evaluare „Alocare memorie RAM suplimentară servere de la 1 TB  la 2 TB”, asa cum este specificat in caietul de sarcini, cu o valoare de 30 puncte din totalul de 100 de puncte si cu o pondere de 30% din totalul criteriului de atribuire, se va acorda după cum urmează:
a)   Pentru o alocare memorie RAM suplimentară servere de la 1 TB  la 2 TB oferta primește 30 puncte;
b)   Pentru servere cu 1 TB memorie RAM,  oferta este conformă dar nu se punctează (0 puncte);
c)   Ofertele care includ alocare memorie RAM suplimentară servere mai mare de 2 TB nu se punctează  suplimentar., „Alocare memorie RAM suplimentară servere de la 1 TB  la 2 TB”  30% cuprinde factorul de evaluare privind înalta performanță a serverelor
Punctajul pentru factorul de evaluare „Alocare memorie RAM suplimentară servere de la 1 TB  la 2 TB”, asa cum este specificat in caietul de sarcini, cu o valoare de 30 puncte din totalul de 100 de puncte si cu o pondere de 30% din totalul criteriului de atribuire, se va acorda după cum urmează:
a)   Pentru o alocare memorie RAM suplimentară servere de la 1 TB  la 2 TB oferta primește 30 puncte;
b)   Pentru servere cu 1 TB memorie RAM,  oferta este conformă dar nu se punctează (0 puncte);
c)   Ofertele care includ alocare memorie RAM suplimentară servere mai mare de 2 TB nu se punctează  suplimentar.","Additional server RAM allocation from 1 TB to 2 TB: “Additional server RAM allocation from 1 TB to 2 TB” 30% comprises the evaluation factor regarding the high performance of the servers.
The scoring for the evaluation factor “Additional server RAM allocation from 1 TB to 2 TB,” as specified in the specifications, with a value of 30 points out of a total of 100 points and with a weight of 30% of the total award criterion, will be granted as follows:
a) For an additional server RAM allocation from 1 TB to 2 TB, the offer receives 30 points;
b) For servers with 1 TB of RAM, the offer is compliant but is not scored (0 points);
c) Offers that include additional server RAM allocation greater than 2 TB are not scored additionally.
“Additional server RAM allocation from 1 TB to 2 TB” 30% comprises the evaluation factor regarding the high performance of the servers.
The scoring for the evaluation factor “Additional server RAM allocation from 1 TB to 2 TB,” as specified in the specifications, with a value of 30 points out of a total of 100 points and with a weight of 30% of the total award criterion, will be granted as follows:
a) For an additional server RAM allocation from 1 TB to 2 TB, the offer receives 30 points;
b) For servers with 1 TB of RAM, the offer is compliant but is not scored (0 points);
c) Offers that include additional server RAM allocation greater than 2 TB are not scored additionally."
78,No match,"Garanție extinsă de la 36 luni  la 60 luni pentru servere și storage: Punctajul pentru factorul de evaluare “Garanție extinsă de la 36 luni la 60 luni pentru servere și storage”,cu o valoare de 10 puncte din totalul de 100 de puncte si cu o pondere de 10% din totalul criteriului de atribuire, se va acorda după cum urmează:
a)   Pentru o perioadă de garanție extinsă de 60 de luni pentru servere și storage, oferta primește 10 puncte;
b)   Pentru o perioadă de garanție extinsă de 60 de luni pentru servere sau storage oferta primește 5 puncte;
c)   Pentru o perioadă de garanție mai mare de 36 de luni și mai mică de 60 de luni, oferta este conformă dar nu se punctează (0 puncte);
Perioada de garanție și suport tehnic acceptată de către Autoritatea Contractantă este de minim 36 de luni. Orice ofertă mai mică de 36 de luni va fi respinsă ca neconformă;Ofertele care includ o perioadă de garanție și suport mai mare de 60 de luni nu se punctează  suplimentar.Termenul de garanție și suport tehnic oferit va fi exprimat în “luni întregi”, fără fracții de zile., Punctajul pentru factorul de evaluare “Garanție extinsă de la 36 luni la 60 luni pentru servere și storage”,cu o valoare de 10 puncte din totalul de 100 de puncte si cu o pondere de 10% din totalul criteriului de atribuire, se va acorda după cum urmează:
a)   Pentru o perioadă de garanție extinsă de 60 de luni pentru servere și storage, oferta primește 10 puncte;
b)   Pentru o perioadă de garanție extinsă de 60 de luni pentru servere sau storage oferta primește 5 puncte;
c)   Pentru o perioadă de garanție mai mare de 36 de luni și mai mică de 60 de luni, oferta este conformă dar nu se punctează (0 puncte);
Perioada de garanție și suport tehnic acceptată de către Autoritatea Contractantă este de minim 36 de luni. Orice ofertă mai mică de 36 de luni va fi respinsă ca neconformă;Ofertele care includ o perioadă de garanție și suport mai mare de 60 de luni nu se punctează  suplimentar.Termenul de garanție și suport tehnic oferit va fi exprimat în “luni întregi”, fără fracții de zile.","Extended warranty from 36 months to 60 months for servers and storage: The scoring for the evaluation factor “Extended warranty from 36 months to 60 months for servers and storage,” worth 10 points out of a total of 100 points and with a weight of 10% of the overall award criterion, will be granted as follows:
a) For an extended warranty period of 60 months for servers and storage, the tender receives 10 points;
b) For an extended warranty period of 60 months for servers or storage, the tender receives 5 points;
c) For a warranty period greater than 36 months and less than 60 months, the tender is compliant but is not scored (0 points);
The warranty and technical support period accepted by the Contracting Authority is at least 36 months. Any offer of less than 36 months will be rejected as non-compliant; Offers that include a warranty and support period of more than 60 months will not be scored additionally. The warranty and technical support period offered will be expressed in “full months,” without fractions of days.",100200102,,
79,No match,"Garanție extinsă de la 36 luni  la 60 luni pentru switch-uri și firewall: Punctajul pentru factorul de evaluare “Garanție extinsă de la 36 luni  la 60 luni pentru switch-uri și firewall”, cu o valoare de 10 puncte din totalul de 100 de puncte si cu o pondere de 10% din totalul criteriului de atribuire, se va acorda după cum urmează:a)Pentru o perioadă de garanție extinsă de 60 de luni pentru switch-uri și firewall oferta primește 10 puncte;b)Pentru o perioadă de garanție extinsă de 60 de luni pentru switch-uri sau firewall oferta primește 5 puncte;c)Pentru o perioadă de garanție mai mare de 36 de luni și mai mică de 60 de luni, oferta este conformă dar nu se punctează (0 puncte);Perioada de garanție și suport tehnic acceptată de către Autoritatea Contractantă este de minim 36 de luni. Orice ofertă mai mică de 36 de luni va fi respinsă ca neconformă; Ofertele care includ o perioadă de garanție și suport mai mare de 60 de luni nu se punctează  suplimentar. Termenul de garanție și suport tehnic oferit va fi exprimat în “luni întregi”, fără fracții de zile, Punctajul pentru factorul de evaluare “Garanție extinsă de la 36 luni  la 60 luni pentru switch-uri și firewall”, cu o valoare de 10 puncte din totalul de 100 de puncte si cu o pondere de 10% din totalul criteriului de atribuire, se va acorda după cum urmează:a)Pentru o perioadă de garanție extinsă de 60 de luni pentru switch-uri și firewall oferta primește 10 puncte;b)Pentru o perioadă de garanție extinsă de 60 de luni pentru switch-uri sau firewall oferta primește 5 puncte;c)Pentru o perioadă de garanție mai mare de 36 de luni și mai mică de 60 de luni, oferta este conformă dar nu se punctează (0 puncte);Perioada de garanție și suport tehnic acceptată de către Autoritatea Contractantă este de minim 36 de luni. Orice ofertă mai mică de 36 de luni va fi respinsă ca neconformă; Ofertele care includ o perioadă de garanție și suport mai mare de 60 de luni nu se punctează  suplimentar. Termenul de garanție și suport tehnic oferit va fi exprimat în “luni întregi”, fără fracții de zile.","Extended warranty from 36 months to 60 months for switches and firewall: The scoring for the evaluation factor “Extended warranty from 36 months to 60 months for switches and firewall,” worth 10 points out of a total of 100 points and carrying a weight of 10% of the overall award criterion, will be granted as follows: a) For an extended warranty period of 60 months for switches and firewall, the offer receives 10 points; b) For an extended warranty period of 60 months for switches or firewall, the offer receives 5 points; c) For a warranty period greater than 36 months and less than 60 months, the offer is compliant but is not scored (0 points); The warranty and technical support period accepted by the Contracting Authority is at least 36 months. Any offer less than 36 months will be rejected as non-compliant; Offers that include a warranty and support period greater than 60 months are not awarded additional points. The warranty and technical support term offered will be expressed in “whole months,” without fractions of days. The scoring for the evaluation factor “Extended warranty from 36 months to 60 months for switches and firewall,” worth 10 points out of a total of 100 points and carrying a weight of 10% of the overall award criterion, will be granted as follows: a) For an extended warranty period of 60 months for switches and firewall, the offer receives 10 points; b) For an extended warranty period of 60 months for switches or firewall, the offer receives 5 points; c) For a warranty period greater than 36 months and less than 60 months, the offer is compliant but is not scored (0 points); The warranty and technical support period accepted by the Contracting Authority is at least 36 months. Any offer less than 36 months will be rejected as non-compliant; Offers that include a warranty and support period greater than 60 months are not awarded additional points. The warranty and technical support term offered will be expressed in “whole months,” without fractions of days.",100200102,,
80,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) For the lowest of the prices, the maximum allocated score is awarded; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100200102,,
81,No match,"Criteriul de atribuire „același Producător pentru switch-uri și firewall” cuprinde factorul de evaluare privind simplificarea managementului echipamentelor: Criteriul de atribuire „același Producător pentru switch-uri și firewall” cuprinde factorul de evaluare privind simplificarea managementului echipamentelor 3%
a)   Pentru același Producător pentru switch-uri și firewall , oferta primește 3 puncte;
b)   Pentru Producători diferiți pentru switch-uri și firewall,  oferta este conformă dar nu se punctează (0 puncte)., Criteriul de atribuire „același Producător pentru switch-uri și firewall” cuprinde factorul de evaluare privind simplificarea managementului echipamentelor 3%
a)   Pentru același Producător pentru switch-uri și firewall , oferta primește 3 puncte;
b)   Pentru Producători diferiți pentru switch-uri și firewall,  oferta este conformă dar nu se punctează (0 puncte).","The award criterion “same manufacturer for switches and firewall” includes the evaluation factor regarding simplification of equipment management: The award criterion “same manufacturer for switches and firewall” includes the evaluation factor regarding simplification of equipment management (3%).
a) For the same manufacturer for switches and firewall, the offer receives 3 points;
b) For different manufacturers for switches and firewall, the offer is compliant but not scored (0 points). The award criterion “same manufacturer for switches and firewall” includes the evaluation factor regarding simplification of equipment management (3%).
a) For the same manufacturer for switches and firewall, the offer receives 3 points;
b) For different manufacturers for switches and firewall, the offer is compliant but not scored (0 points).",100200102,,
82,no_match,"Criteriul de atribuire „Update de firmware  și de semnături de securitate pentru firewall  pentru 60 luni”: Criteriul de atribuire „Update de firmware  și de semnături de securitate pentru firewall  pentru 60 luni” – 7%
a)   Ofertele care includ o perioadă de update de firmware  și de semnături de securitate pentru firewall  de 60 de luni primesc maxim 7 puncte.
b)   Ofertele care includ o perioadă de update de firmware  și de semnături de securitate pentru firewall  mai mare mai mare de 36 de luni și mai mică de 60 de luni, oferta este conformă dar nu se punctează (0 puncte);
c)   Ofertele care includ o perioadă de update de firmware  și de semnături de securitate pentru firewall  mai mare de 60 de luni nu se punctează  suplimentar., Criteriul de atribuire „Update de firmware  și de semnături de securitate pentru firewall  pentru 60 luni” – 7%
a)   Ofertele care includ o perioadă de update de firmware  și de semnături de securitate pentru firewall  de 60 de luni primesc maxim 7 puncte.
b)   Ofertele care includ o perioadă de update de firmware  și de semnături de securitate pentru firewall  mai mare mai mare de 36 de luni și mai mică de 60 de luni, oferta este conformă dar nu se punctează (0 puncte);
c)   Ofertele care includ o perioadă de update de firmware  și de semnături de securitate pentru firewall  mai mare de 60 de luni nu se punctează  suplimentar.","Award criterion “Firmware update and firewall security signature updates for 60 months”: Award criterion “Firmware update and firewall security signature updates for 60 months” – 7%
a) Offers that include a period of firmware updates and firewall security signature updates of 60 months receive a maximum of 7 points.
b) Offers that include a period of firmware updates and firewall security signature updates greater than 36 months and less than 60 months: the offer is compliant but is not scored (0 points).
c) Offers that include a period of firmware updates and firewall security signature updates greater than 60 months are not awarded additional points. Award criterion “Firmware update and firewall security signature updates for 60 months” – 7%
a) Offers that include a period of firmware updates and firewall security signature updates of 60 months receive a maximum of 7 points.
b) Offers that include a period of firmware updates and firewall security signature updates greater than 36 months and less than 60 months: the offer is compliant but is not scored (0 points).
c) Offers that include a period of firmware updates and firewall security signature updates greater than 60 months are not awarded additional points.",100200102,,
83,none,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest of the prices receives the maximum allocated points; b) For the other prices offered, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated points.",100200111,,
84,No match,"Valoarea consumului de combustibil -(C): Punctajul pentru factorul de evaluare C, cu o valoare maximă de 20 puncte și o pondere de 20%:, a) Pentru cel mai mic consum de combustibil (L/100 km) se acordă punctajul maxim alocat.
b) Pentru celelalte valori de consum de combustibil, punctajul C(n) se calculează proporțional, astfel:
 C(n) = (Consumul minim ofertat / Consum n) x punctaj maxim alocat.
Prin reducerea a consumului de combustibil se reduce impactul negativ asupra mediului.
Modalitatea de verificare: Va fi acceptat orice mijloc de probă adecvat, precum fișă tehnică sau un dosar tehnic al producatorului sau un raport de testare de la un organism recunoscut.","Fuel consumption value (C): The score for evaluation factor C, with a maximum value of 20 points and a weighting of 20%:
a) For the lowest fuel consumption (L/100 km), the maximum allocated score is awarded.
b) For the other fuel consumption values, the score C(n) is calculated proportionally, as follows:
C(n) = (lowest offered consumption / consumption n) x maximum allocated score.
By reducing fuel consumption, the negative impact on the environment is reduced.
Verification method: Any appropriate means of proof will be accepted, such as a technical data sheet or a technical dossier of the manufacturer or a test report from a recognized body.",100200111,,
85,No match,". Valoarea cea mai mica a emisiilor de CO2 - (E): Punctajul pentru factorul de evaluare E, cu o valoare maximă de 20 puncte si o pondere de 20%, a) Pentru cea mai mică valoare a emisiilor de CO2 per km se acordă punctajul maxim alocat.
b) Pentru celelalte valori de emisii CO2, punctajul E(n) se calculeaza proporțional, astfel:
 E(n) = (Valoarea emisiilor minim ofertată / Emisii n) x punctaj maxim alocat.
Prin reducerea emisiilor de CO2 se reduce impactul negativ asupra mediului.
Modalitate de verificare: Va fi acceptat orice mijloc de proba adecvat, precum fișă tehnică sau un dosar tehnic al producătorului sau un raport de testare de la un organism recunoscut.","Lowest value of CO2 emissions - (E): The score for evaluation factor E, with a maximum of 20 points and a weight of 20%, a) For the lowest value of CO2 emissions per km the maximum allocated score is awarded.
b) For the other CO2 emission values, the score E(n) is calculated proportionally, as follows:
E(n) = (Minimum offered emission value / Emissions n) x maximum allocated score.
By reducing CO2 emissions the negative impact on the environment is reduced.
Verification method: Any appropriate means of proof will be accepted, such as a technical sheet or a technical dossier of the manufacturer or a test report from a recognized body.",100200111,,
86,no_match,"Zgomotul produs de pneuri - (Z): Punctajul pentru factorul de evaluare Z, cu o valoare maxima de 10 puncte si o pondere de 10%, a) Oferta care prezintă vehiculele echipate cu pneuri ale căror niveluri de emisii de zgomot exterior la rulare fac parte din clasa „A"" va fi punctată cu 10 puncte.
b)Oferta care prezintă vehicule echipate cu anvelope altele decât cele din clasa „A"" vor fi depunctate cu câte două puncte pentru clasele inferioare astfel: Clasa B=8 puncte, Clasa C=6 puncte, Clasa D=4 puncte,  Clasa E=2 puncte și Clasele F,G = 0 puncte.
Vehiculele pot fi echipate cu pneuri ale căror niveluri de emisii de zgomot exterior la rulare fac parte din clasa „A"", astfel cum este definită de Regulamentul (UE) 2020/740 al Parlamentului European și al Consiliului din 25 mai 2020 privind etichetarea pneurilor în ceea ce privește eficiența consumului de combustibil și alți parametri.     
Modalitate de verificare: Ofertantul trebuie să furnizeze eticheta pneului pentru identificarea clasei emisiilor de zgomot exterior la rulare.","Tyre noise – (Z): The score for evaluation factor Z, with a maximum of 10 points and a weight of 10%,
a) An offer that presents vehicles equipped with tyres whose exterior rolling noise emission levels are in class “A” will be awarded 10 points.
b) An offer that presents vehicles equipped with tyres other than those in class “A” will be penalized by two points for each lower class, as follows: Class B = 8 points, Class C = 6 points, Class D = 4 points, Class E = 2 points, and Classes F, G = 0 points.
Vehicles may be equipped with tyres whose exterior rolling noise emission levels are in class “A”, as defined by Regulation (EU) 2020/740 of the European Parliament and of the Council of 25 May 2020 on the labelling of tyres with respect to fuel efficiency and other parameters.
Verification method: The tenderer must provide the tyre label to identify the exterior rolling noise emission class.",100200111,,
87,No match,"Emisiile sonore ale vehiculului  - (S): Punctajul pentru factorul de evaluare S, cu o valoare maximă de 10 puncte și o pondere de 10%, a)Oferta care prezintă vehicule ale căror emisii sonore nu depășesc valoarea de 77dB, inclusiv, va fi punctată cu 10 puncte.
b)Oferta care prezintă vehicule ale caror emisii sonore depășesc 77dB va fi punctată cu 0 puncte.
Se vor atribui puncte vehiculelor ale căror emisii sonore respectă valorile limită prevăzute în etapa 3 din Regulamentul (UE) nr. 540/2014. Emisiile sonore vor fi testate în conformitate cu procedura descrisă in anexa II la Regulamentul (UE) nr. 540/2014.
Modalitate de verificare: Ofertantul trebuie să furnizeze certificatul de conformitate al vehiculului, din care trebuie să reiasă valoarea emisiilor sonore ale acestuia.","Vehicle noise emissions - (S): The score for evaluation factor S, with a maximum value of 10 points and a weight of 10%, a) The offer that presents vehicles whose noise emissions do not exceed the value of 77 dB, inclusive, will be awarded 10 points.
b) The offer that presents vehicles whose noise emissions exceed 77 dB will be awarded 0 points.
Points will be awarded to vehicles whose noise emissions comply with the limit values provided in Stage 3 of Regulation (EU) No 540/2014. The noise emissions will be tested in accordance with the procedure described in Annex II to Regulation (EU) No 540/2014.
Verification method: The tenderer must provide the vehicle’s certificate of conformity, which must show the value of its noise emissions.",100200111,,
88,none,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100200112,,
89,No match,"Norma de poluare: Componenta Tehnică, Se va acorda punctaj pentru ofertele admisibile care prezintă o reflexie a calității parcului auto, funcție de norma de poluare a acestuia, pentru cele 30 de utilaje.
Pentru fiecare utilaj se va acorda următorul punctaj:
1. Pentru NP – euro 6, Hibrid, Electric – 15 puncte;
2. Pentru NP – Euro 5 – 12 puncte;
3. Pentru NP – Euro 4 – 9 puncte;
4. Pentru NP – Euro 3 – 6 puncte;
5. Pentru NP – Euro 2 – 3 puncte;
6. Pentru NP – Euro 1 – 0 puncte (cerință minimă obligatorie);
• Punctajul pentru componenta tehnică reprezintă media aritmetică a punctajelor acordate fiecărui utilaj ofertat, după următoarea formulă:
- Pct = (Pnp1+Pnp2+Pnp3+Pnp4+Pnp5+Pnp6+…+Pnp30)/30 
unde:
- Pct – punctaj – componenta tehnică;
- Pnp1 – punctaj aferent utilaj 1;
- Pnp2 – punctaj aferent utilaj 2;
…
- Pnp30 – punctaj aferent utilaj 30. 
 Note: -  se va completa/prezenta ”Centralizator cu utilajele folosite pentru activitatea de deszăpezire a drumurilor județene aflate în administrarea CJ Gorj” (Formular nr. 4), care va face parte integrantă din documentația de atribuire;
 - punctajul se va acorda pentru un număr de 30 de utilaje (conform tabel de mai sus). Ofertele care nu conțin numărul de utilaje (30) pentru care se acordă punctajul, vor fi declarate neconforme;
- pentru utilajele care au norma de poluare Euro 1, oferta este conformă, dar nu se acordă punctaj;
- pentru utilajele care au norma de poluare Noneuro, oferta tehnică este neconformă;
- punctajul maxim care se poate obține pentru factorul de evaluare „Normă de poluare” este de 15 puncte;
- punctajul se calculează prin rotunjirea la 2 zecimale;
- documente justificative privind forma de deținere, cum ar fi, dar fără a se limita la acestea:
-facturi de proveniență, liste de inventar, balanțe analitice etc. pentru deținerea în dotare proprie;
-contracte sau convenții de închiriere;
-angajament de punere la dispoziție;
-contracte de leasing, concesiune, folosință gratuită etc…
- documente justificative pentru stabilirea normei de poluare, cum ar fi, dar fără a se limita la acestea:
-certificate de înmatriculare/ carte de identitate/carte tehnică/ orice alte documente doveditoare din care să rezulte anul de fabricație al utilajului, respectiv norma de poluare. 
Neprezentarea documentelor doveditoare pentru unul sau mai multe auto-utilaje din listă duce la neconformitatea ofertei.
Ofertele vor fi clasificate în ordinea descrescătoare a punctajului total obținut, astfel: P total = P1 + P2, unde: P1 și P2, sunt punctajele acordate pentru cei 2 (doi) factori de evaluare.","Pollution norm: Technical component. Points will be awarded for admissible offers that reflect the quality of the vehicle fleet, depending on its pollution norm, for the 30 machines.
For each machine, the following points will be awarded:
1. For pollution norm – Euro 6, Hybrid, Electric – 15 points;
2. For pollution norm – Euro 5 – 12 points;
3. For pollution norm – Euro 4 – 9 points;
4. For pollution norm – Euro 3 – 6 points;
5. For pollution norm – Euro 2 – 3 points;
6. For pollution norm – Euro 1 – 0 points (minimum mandatory requirement);
• The score for the technical component represents the arithmetic mean of the points awarded to each machine offered, according to the following formula:
- Pct = (Pnp1+Pnp2+Pnp3+Pnp4+Pnp5+Pnp6+…+Pnp30)/30 
where:
- Pct – score – technical component;
- Pnp1 – score corresponding to machine 1;
- Pnp2 – score corresponding to machine 2;
…
- Pnp30 – score corresponding to machine 30. 
Notes:
- The “Summary sheet with the machinery used for the snow removal activity of the county roads administered by Gorj County Council” (Form no. 4) must be completed/presented, which will be an integral part of the award documentation;
- Points will be awarded for a number of 30 machines (according to the table above). Offers that do not contain the number of machines (30) for which points are awarded will be declared non-compliant;
- For machines that have the Euro 1 pollution norm, the offer is compliant, but no points are awarded;
- For machines that have the Non-Euro pollution norm, the technical offer is non-compliant;
- The maximum score that can be obtained for the evaluation factor “Pollution norm” is 15 points;
- The score is calculated by rounding to 2 decimals;
- Supporting documents regarding the form of possession, such as, but not limited to:
- invoices of origin, inventory lists, analytical balances, etc., for possession within own equipment;
- rental contracts or conventions;
- commitment to make available;
- leasing, concession, free use contracts, etc…
- Supporting documents for establishing the pollution norm, such as, but not limited to:
- registration certificates/ identity card/ technical book/ any other supporting documents from which the year of manufacture of the machine results, respectively the pollution norm.
Failure to present supporting documents for one or more vehicles/machines in the list leads to the non-compliance of the offer.
Offers will be ranked in descending order of the total score obtained, as follows: Total score = P1 + P2, where P1 and P2 are the scores awarded for the two evaluation factors.",100200112,,
90,No match,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price is awarded the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100200119,,
91,None,"Factor de evaluare nr. 10 - Instructaj pentru optimizarea eficientei energetice: Componenta tehnica, Punctajul se acorda astfel :
Ofertantul trebuie sa asigure un instructaj incluzand elemente de ajustare si reglaj fin al parametrilor de consum de energie electrica ai echipamentului (de exemplu, in modulul „standby”), in vederea optimizarii consumului de energie electrica.

Se va puncta asigurarea instructajului in domeniul optimizarii energetice, astfel:
Subfactori de evaluare :
a)   Instruire la locul de munca- Metode si tehnici de optimizare consumuri de energie electrica
-durata : 2 ore  - 0 puncte (cerinta minima)
-durata: ≥4 ore – 2,5 puncte;

•   Instruire periodica pentru actualizarea cunostintelor:
- pentru o instruire periodica cu durata de 2 ore – o puncte (cerinta minima)
- pentru doua instruiri cu durata de 2 ore/instruire – 1 punct
- peste doua instruiri cu durata de 2 ore/instruire – 2,5 puncte

Instruire la Locul de Munca – Metode si Tehnici de Optimizare Consumuri de Energie Electrica:
-Durata : 2 ore - 0 puncte;
-Durata: ≥ 4 ore  - 5 puncte;
0 puncte  - pentru instructajul minim solicitat in caietul de sarcini 
5 puncte  - pentru instructajul ce depaseste 4 ore","Evaluation factor no. 10 – Training for optimizing energy efficiency: Technical component. Points are awarded as follows:
The tenderer must provide training including elements of adjustment and fine-tuning of the equipment’s electrical energy consumption parameters (for example, in the “standby” module), in order to optimize electricity consumption.

Provision of training in the field of energy optimization will be scored as follows:
Sub-evaluation factors:
a) On-the-job training – Methods and techniques for optimizing electrical energy consumption
– duration: 2 hours – 0 points (minimum requirement)
– duration: ≥ 4 hours – 2.5 points;

• Periodic training for updating knowledge:
– for one periodic training of 2 hours – 1 point (minimum requirement)
– for two trainings of 2 hours/training – 1 point
– for more than two trainings of 2 hours/training – 2.5 points

On-the-job training – Methods and Techniques for Optimizing Electrical Energy Consumption:
– Duration: 2 hours – 0 points;
– Duration: ≥ 4 hours – 5 points;
0 points – for the minimum training requested in the specifications
5 points – for training exceeding 4 hours",100200119,,
